item_type,branch_id,item_principal,item_division,item_code,item_purchase_code,supp_item_code,item_category,item_desciption,item_uom,item_brand_make,item_price,item_discount,item_cost_price,item_selling_price,margin_percent,item_hsn,item_dept_purchase,item_max_qty
2,"1,2,3",1,291,STMT98109-1,STMT98109-1,STMT98109-1,743,142PC MAINTENANCE TOOLS IN CASE,2,12,27850,45,15317.5,25065,0,182,1,1
2,"1,2,3",1,291,94-181,94-181,94-181,743,150PC MASTER TOOL SET,2,12,25289,45,13908.95,22760.1,0,176,1,1
2,"1,2,3",1,291,99-059,99-059,99-059,743,132PC METRIC & A/F TOOL KIT,2,12,22207,45,12213.85,19986.3,0,507,1,1
2,"1,2,3",1,291,DWMT81534-1,DWMT81534-1,DWMT81534-1,743,205PC 14/38/12DR SOCKET SET (MM),2,32,21864,45,12025.2,19677.6,0,179,1,1
2,"1,2,3",1,291,FMMT98107-1,FMMT98107-1,FMMT98107-1,743,126PC 3-DRAWER TOOL BOX ,2,12,21327,45,11729.85,19194.3,0,182,1,1
2,"1,2,3",1,291,89-883-23U,89-883-23U,89-883-23U,743,53PC Telecommunication Tool Set,2,12,18440,45,10142,16596,0,183,1,1
2,"1,2,3",1,291,HONDA TL-KIT,HONDA TL-KIT,HONDA TL-KIT,747,HONDA TOOL KIT,2,12,18633,45,10248.15,16769.7,0,507,1,1
2,"1,2,3",1,291,R99-150LA,R99-150LA,R99-150LA,743,150PC RACING MECH TOOLS SET,2,12,29343,45,16138.65,26408.7,0,176,1,1
2,"1,2,3",1,291,91-931,91-931,91-931,743,120PC MASTER TOOL SET,2,12,16615,45,9138.25,14953.5,0,183,1,1
2,"1,2,3",1,291,STMT81243,STMT81243,STMT81243,743,110PC MULTI TOOL SET,2,12,12872,45,7079.6,11584.8,0,177,1,1
2,"1,2,3",1,291,BMT154C,BMT154C,BMT154C,743,154 PC HAND TOOL KIT ,2,33,4330,45,2381.5,3897,0,422,1,1
2,"1,2,3",1,291,STMT0-74101,STMT0-74101,STMT0-74101,722,38 PC HOME TOOL SET,2,12,3685,45,2026.75,3316.5,0,182,1,1
2,"1,2,3",1,291,BMT126C,BMT126C,BMT126C,743,126 PC HAND TOOL KIT ,2,33,3282,45,1805.1,2953.8,0,422,1,1
2,"1,2,3",1,291,BMT108C,BMT108C,BMT108C,743,108 PC HAND TOOL KIT ,2,33,2992,45,1645.6,2692.8,0,422,1,1
2,"1,2,3",1,296,70-366E,70-366E,70-366E,704,DOUBLE ENDED OPEN JAW CRV SPANNER 6X7MM,2,12,36,45,19.8,32.4,0,176,1,1
2,"1,2,3",1,296,70-367E,70-367E,70-367E,704,DOUBLE ENDED OPEN JAW CRV SPANNER 8X9MM,2,12,37,45,20.35,33.3,0,176,1,1
2,"1,2,3",1,296,70-368E,70-368E,70-368E,704,DOUBLE ENDED OPEN JAW CRV SPANNER 10X11MM,2,12,43,45,23.65,38.7,0,176,1,1
2,"1,2,3",1,296,70-369E,70-369E,70-369E,704,DOUBLE ENDED OPEN JAW CRV SPANNER 12X13MM,2,12,49,45,26.95,44.1,0,176,1,1
2,"1,2,3",1,296,70-370E,70-370E,70-370E,704,DOUBLE ENDED OPEN JAW CRV SPANNER 14X15MM,2,12,51,45,28.05,45.9,0,176,1,1
2,"1,2,3",1,296,70-371E,70-371E,70-371E,704,DOUBLE ENDED OPEN JAW CRV SPANNER 16X17MM,2,12,67,45,36.85,60.3,0,176,1,1
2,"1,2,3",1,296,70-372E,70-372E,70-372E,704,DOUBLE ENDED OPEN JAW CRV SPANNER 18X19MM,2,12,83,45,45.65,74.7,0,176,1,1
2,"1,2,3",1,296,70-373E,70-373E,70-373E,704,DOUBLE ENDED OPEN JAW CRV SPANNER 20X22MM,2,12,97,45,53.35,87.3,0,176,1,1
2,"1,2,3",1,296,70-374E,70-374E,70-374E,704,DOUBLE ENDED OPEN JAW CRV SPANNER 21X23MM,2,12,131,45,72.05,117.9,0,176,1,1
2,"1,2,3",1,296,70-375E,70-375E,70-375E,704,DOUBLE ENDED OPEN JAW CRV SPANNER 24X27MM,2,12,162,45,89.1,145.8,0,176,1,1
2,"1,2,3",1,296,70-376E,70-376E,70-376E,704,DOUBLE ENDED OPEN JAW CRV SPANNER 25X28MM,2,12,192,45,105.6,172.8,0,176,1,1
2,"1,2,3",1,296,70-377E,70-377E,70-377E,704,DOUBLE ENDED OPEN JAW CRV SPANNER 30X32MM,2,12,208,45,114.4,187.2,0,176,1,1
2,"1,2,3",1,296,STMT23108,STMT23108,STMT23108,704,DOUBLE OPEN END SPANNER 8X10 MM ,2,12,125,45,68.75,112.5,0,176,1,1
2,"1,2,3",1,296,STMT23113,STMT23113,STMT23113,704,DOUBLE OPEN END SPANNER 12X14MM ,2,12,148,45,81.4,133.2,0,176,1,1
2,"1,2,3",1,296,72-060,72-060,72-060,704,DOUBLE ENDED OPEN JAW CRV SPANNER 32X36MM,2,12,568,45,312.4,511.2,0,176,1,1
2,"1,2,3",1,296,72-061,72-061,72-061,704,DOUBLE ENDED OPEN JAW CRV SPANNER 34X36MM,2,12,568,45,312.4,511.2,0,176,1,1
2,"1,2,3",1,296,72-062,72-062,72-062,704,DOUBLE ENDED OPEN JAW CRV SPANNER 36X41MM,2,12,765,45,420.75,688.5,0,176,1,1
2,"1,2,3",1,296,72-063,72-063,72-063,704,DOUBLE ENDED OPEN JAW CRV SPANNER 41X46MM,2,12,1492,45,820.6,1342.8,0,176,1,1
2,"1,2,3",1,296,72-064,72-064,72-064,704,DOUBLE ENDED OPEN JAW CRV SPANNER 46X50MM,2,12,2463,45,1354.65,2216.7,0,176,1,1
2,"1,2,3",1,296,72-066,72-066,72-066,704,DOUBLE ENDED OPEN JAW CRV SPANNER 55X60MM,2,12,3914,45,2152.7,3522.6,0,176,1,1
2,"1,2,3",1,296,70-379E,70-379E,70-379E,704,8PCS DOUBLE O/E SPANNERS SET 6X7 TO 20X22MM,2,12,444,45,244.2,399.6,0,176,1,1
2,"1,2,3",1,296,70-380E,70-380E,70-380E,704,"12PC DOUBLE O/E SPANNERS SET , 6X7 TO 30X32MM",2,12,1039,45,571.45,935.1,0,176,1,1
2,"1,2,3",1,296,70-936E,70-936E,70-936E,696,COMBINATION SPANNER 6MM,2,12,47,45,25.85,42.3,0,176,1,1
2,"1,2,3",1,296,70-937E,70-937E,70-937E,696,COMBINATION SPANNER 7MM,2,12,47,45,25.85,42.3,0,176,1,1
2,"1,2,3",1,296,70-938E,70-938E,70-938E,696,COMBINATION SPANNER 8MM,2,12,47,45,25.85,42.3,0,176,1,1
2,"1,2,3",1,296,70-939E,70-939E,70-939E,696,COMBINATION SPANNER 9MM,2,12,47,45,25.85,42.3,0,176,1,1
2,"1,2,3",1,296,70-940E,70-940E,70-940E,696,COMBINATION SPANNER 10MM,2,12,50,45,27.5,45,0,176,1,1
2,"1,2,3",1,296,70-941E,70-941E,70-941E,696,COMBINATION SPANNER 11MM,2,12,50,45,27.5,45,0,176,1,1
2,"1,2,3",1,296,70-942E,70-942E,70-942E,696,COMBINATION SPANNER 12MM,2,12,51,45,28.05,45.9,0,176,1,1
2,"1,2,3",1,296,70-943E,70-943E,70-943E,696,COMBINATION SPANNER 13MM,2,12,59,45,32.45,53.1,0,176,1,1
2,"1,2,3",1,296,70-944E,70-944E,70-944E,696,COMBINATION SPANNER 14MM,2,12,68,45,37.4,61.2,0,176,1,1
2,"1,2,3",1,296,70-945E,70-945E,70-945E,696,COMBINATION SPANNER 15MM,2,12,72,45,39.6,64.8,0,176,1,1
2,"1,2,3",1,296,70-946E,70-946E,70-946E,696,COMBINATION SPANNER 16MM,2,12,82,45,45.1,73.8,0,176,1,1
2,"1,2,3",1,296,70-947E,70-947E,70-947E,696,COMBINATION SPANNER 17MM,2,12,83,45,45.65,74.7,0,176,1,1
2,"1,2,3",1,296,70-948E,70-948E,70-948E,696,COMBINATION SPANNER 18MM,2,12,101,45,55.55,90.9,0,176,1,1
2,"1,2,3",1,296,70-949E,70-949E,70-949E,696,COMBINATION SPANNER 19MM,2,12,106,45,58.3,95.4,0,176,1,1
2,"1,2,3",1,296,70-950E,70-950E,70-950E,696,COMBINATION SPANNER 20MM,2,12,133,45,73.15,119.7,0,176,1,1
2,"1,2,3",1,296,70-951E,70-951E,70-951E,696,COMBINATION SPANNER 21MM,2,12,140,45,77,126,0,176,1,1
2,"1,2,3",1,296,70-952E,70-952E,70-952E,696,COMBINATION SPANNER 22MM,2,12,163,45,89.65,146.7,0,176,1,1
2,"1,2,3",1,296,70-953E,70-953E,70-953E,696,COMBINATION SPANNER 23MM,2,12,180,45,99,162,0,176,1,1
2,"1,2,3",1,296,70-954E,70-954E,70-954E,696,COMBINATION SPANNER 24MM,2,12,199,45,109.45,179.1,0,176,1,1
2,"1,2,3",1,296,70-955E,70-955E,70-955E,696,COMBINATION SPANNER 25MM,2,12,222,45,122.1,199.8,0,176,1,1
2,"1,2,3",1,296,70-956E,70-956E,70-956E,696,COMBINATION SPANNER 26MM,2,12,241,45,132.55,216.9,0,176,1,1
2,"1,2,3",1,296,70-957E,70-957E,70-957E,696,COMBINATION SPANNER 27MM,2,12,288,45,158.4,259.2,0,176,1,1
2,"1,2,3",1,296,70-961E,70-961E,70-961E,696,COMBINATION SPANNER 32MM,2,12,444,45,244.2,399.6,0,176,1,1
2,"1,2,3",1,296,70-963E,70-963E,70-963E,696,"8PC (8-11,13,14,17&19MM)",2,12,492,45,270.6,442.8,0,176,1,1
2,"1,2,3",1,296,70-964E,70-964E,70-964E,696,"12PC (6-14,17,19&22MM)",2,12,778,45,427.9,700.2,0,176,1,1
2,"1,2,3",1,296,70-965E,70-965E,70-965E,696,"23PC (6-25,27,30,32MM)",2,12,3330,45,1831.5,2997,0,176,1,1
2,"1,2,3",1,296,4-91-444,4-91-444,4-91-444,696,6PC FLEX RATCHETING COMBINATION SPANNER,2,12,6200,45,3410,5580,0,177,1,1
2,"1,2,3",1,296,FMMT13081-0,FMMT13081-0,FMMT13081-0,696,FATMAX RATCHETING WRENCH 8MM,2,12,912,45,501.6,820.8,0,386,1,1
2,"1,2,3",1,296,FMMT13082-0,FMMT13082-0,FMMT13082-0,696,FATMAX RATCHETING WRENCH 9MM,2,12,938,45,515.9,844.2,0,386,1,1
2,"1,2,3",1,296,FMMT13083-0,FMMT13083-0,FMMT13083-0,696,FATMAX RATCHETING WRENCH 10MM,2,12,996,45,547.8,896.4,0,386,1,1
2,"1,2,3",1,296,FMMT13084-0,FMMT13084-0,FMMT13084-0,696,FATMAX RATCHETING WRENCH 11MM,2,12,1049,45,576.95,944.1,0,386,1,1
2,"1,2,3",1,296,FMMT13085-0,FMMT13085-0,FMMT13085-0,696,FATMAX RATCHETING WRENCH 12MM,2,12,1060,45,583,954,0,386,1,1
2,"1,2,3",1,296,FMMT13086-0,FMMT13086-0,FMMT13086-0,696,FATMAX RATCHETING WRENCH 13MM,2,12,1119,45,615.45,1007.1,0,386,1,1
2,"1,2,3",1,296,FMMT13087-0,FMMT13087-0,FMMT13087-0,696,FATMAX RATCHETING WRENCH 14MM,2,12,1168,45,642.4,1051.2,0,386,1,1
2,"1,2,3",1,296,FMMT13088-0,FMMT13088-0,FMMT13088-0,696,FATMAX RATCHETING WRENCH 15MM,2,12,1219,45,670.45,1097.1,0,386,1,1
2,"1,2,3",1,296,FMMT13089-0,FMMT13089-0,FMMT13089-0,696,FATMAX RATCHETING WRENCH 16MM,2,12,1273,45,700.15,1145.7,0,386,1,1
2,"1,2,3",1,296,FMMT13094-0,FMMT13094-0,FMMT13094-0,696,FATMAX RATCHETING WRENCH 17MM,2,12,1356,45,745.8,1220.4,0,386,1,1
2,"1,2,3",1,296,FMMT13095-0,FMMT13095-0,FMMT13095-0,696,FATMAX RATCHETING WRENCH 18MM,2,12,1290,45,709.5,1161,0,386,1,1
2,"1,2,3",1,296,FMMT13096-0,FMMT13096-0,FMMT13096-0,696,FATMAX RATCHETING WRENCH 19MM,2,12,1502,45,826.1,1351.8,0,386,1,1
2,"1,2,3",1,296,STMT89934-8B,STMT89934-8B,STMT89934-8B,696,RATCHETING SPANNER 8 MM,2,12,724,45,398.2,651.6,0,177,1,1
2,"1,2,3",1,296,STMT89935-8B,STMT89935-8B,STMT89935-8B,696,RATCHETING SPANNER 9 MM,2,12,729,45,400.95,656.1,0,177,1,1
2,"1,2,3",1,296,STMT89936-8B,STMT89936-8B,STMT89936-8B,696,RATCHETING SPANNER 10 MM,2,12,730,45,401.5,657,0,177,1,1
2,"1,2,3",1,296,STMT80012-8B,STMT80012-8B,STMT80012-8B,696,RATCHETING SPANNER 11 MM,2,12,756,45,415.8,680.4,0,177,1,1
2,"1,2,3",1,296,STMT89937-8B,STMT89937-8B,STMT89937-8B,696,RATCHETING SPANNER 12 MM,2,12,756,45,415.8,680.4,0,177,1,1
2,"1,2,3",1,296,STMT89938-8B,STMT89938-8B,STMT89938-8B,696,RATCHETING SPANNER 13 MM,2,12,811,45,446.05,729.9,0,177,1,1
2,"1,2,3",1,296,STMT89939-8B,STMT89939-8B,STMT89939-8B,696,RATCHETING SPANNER 14 MM,2,12,847,45,465.85,762.3,0,177,1,1
2,"1,2,3",1,296,STMT89940-8B,STMT89940-8B,STMT89940-8B,696,RATCHETING SPANNER 15 MM,2,12,892,45,490.6,802.8,0,177,1,1
2,"1,2,3",1,296,STMT89941-8B,STMT89941-8B,STMT89941-8B,696,RATCHETING SPANNER 16 MM,2,12,979,45,538.45,881.1,0,177,1,1
2,"1,2,3",1,296,STMT89942-8B,STMT89942-8B,STMT89942-8B,696,RATCHETING SPANNER 17 MM,2,12,1002,45,551.1,901.8,0,177,1,1
2,"1,2,3",1,296,STMT89943-8B,STMT89943-8B,STMT89943-8B,696,RATCHETING SPANNER 18 MM,2,12,1064,45,585.2,957.6,0,177,1,1
2,"1,2,3",1,296,STMT89944-8B,STMT89944-8B,STMT89944-8B,696,RATCHETING SPANNER 19 MM,2,12,1087,45,597.85,978.3,0,179,1,1
2,"1,2,3",1,296,STMT78092-8,STMT78092-8,STMT78092-8,696,14PC CWB SET IN HOLDER - METRIC,2,12,2462,45,1354.1,2215.8,0,177,1,1
2,"1,2,3",1,296,STMT78096-8,STMT78096-8,STMT78096-8,696,13PC CWB SET IN HOLDER - IMPERIAL,2,12,2565,45,1410.75,2308.5,0,177,1,1
2,"1,2,3",1,296,1-87-709,1-87-709,1-87-709,696,14 PC SLIMLINE COMB SPANNER SET (INCHES),2,12,8116,45,4463.8,7304.4,0,176,1,1
2,"1,2,3",1,296,1-87-038,1-87-038,1-87-038,696,14 PC SLIMLINE COMB SPANNER SET (METRIC),2,12,7556,45,4155.8,6800.4,0,177,1,1
2,"1,2,3",1,296,70-381E,70-381E,70-381E,762,"SHAL OFFSET BI-HX RNG CRV SPANNER, SIZE-6X7MM",2,12,73,45,40.15,65.7,0,176,1,1
2,"1,2,3",1,296,70-382E,70-382E,70-382E,762,"SHAL OFFSET BI-HX RNG CRV SPANNER,SIZE 8X9MM",2,12,85,45,46.75,76.5,0,176,1,1
2,"1,2,3",1,296,70-383E,70-383E,70-383E,762,"SHAL OFFSET BI-HX RNG CRV SPANNER, 10X11MM",2,12,102,45,56.1,91.8,0,176,1,1
2,"1,2,3",1,296,70-384E,70-384E,70-384E,762,"SHAL OFFSET BI-HX RNG CRV SPANNER, 12X13MM",2,12,106,45,58.3,95.4,0,176,1,1
2,"1,2,3",1,296,70-385E,70-385E,70-385E,762,"SHAL OFFSET BI-HX RNG CRV SPANNER, 14X15MM",2,12,118,45,64.9,106.2,0,176,1,1
2,"1,2,3",1,296,70-386E,70-386E,70-386E,762,"SHAL OFFSET BI-HX RNG CRV SPANNER, 16X17MM",2,12,141,45,77.55,126.9,0,176,1,1
2,"1,2,3",1,296,70-387E,70-387E,70-387E,762,"SHAL OFFSET BI-HX RNG CRV SPANNER, 18X19MM",2,12,178,45,97.9,160.2,0,176,1,1
2,"1,2,3",1,296,70-388E,70-388E,70-388E,762,"SHAL OFFSET BI-HX RNG CRV SPANNER, 20X22MM",2,12,210,45,115.5,189,0,176,1,1
2,"1,2,3",1,296,70-389E,70-389E,70-389E,762,"SHAL OFFSET BI-HX RNG CRV SPANNER, 21X23MM",2,12,254,45,139.7,228.6,0,176,1,1
2,"1,2,3",1,296,70-390E,70-390E,70-390E,762,"SHAL OFFSET BI-HX RNG CRV SPANNER, 24X27MM",2,12,307,45,168.85,276.3,0,176,1,1
2,"1,2,3",1,296,70-391E,70-391E,70-391E,762,"SHAL OFFSET BI-HX RNG CRV SPANNER, 25X28MM",2,12,364,45,200.2,327.6,0,176,1,1
2,"1,2,3",1,296,70-392E,70-392E,70-392E,762,"SHAL OFFSET BI-HX RNG CRV SPANNER, 30X32MM",2,12,467,45,256.85,420.3,0,176,1,1
2,"1,2,3",1,296,STMT25135,STMT25135,STMT25135,762,OFFSET RING SPANNER 8X10MM ,2,12,207,45,113.85,186.3,0,176,1,1
2,"1,2,3",1,296,STMT25138,STMT25138,STMT25138,762,OFFSET RING SPANNER 12X14MM ,2,12,248,45,136.4,223.2,0,176,1,1
2,"1,2,3",1,296,72-067,72-067,72-067,762,DEEP OFFSET BI-HEX RING SPANNER-32X36MM,2,12,994,45,546.7,894.6,0,176,1,1
2,"1,2,3",1,296,72-068,72-068,72-068,762,DEEP OFFSET BI-HEX RING SPANNER 36X41MM,2,12,1390,45,764.5,1251,0,176,1,1
2,"1,2,3",1,296,72-069,72-069,72-069,762,DEEP OFFSET BI-HEX RING SPANNER 41X46MM,2,12,4077,45,2242.35,3669.3,0,176,1,1
2,"1,2,3",1,296,72-070,72-070,72-070,762,DEEP OFFSET BI-HEX RING SPANNER 46X50MM,2,12,4583,45,2520.65,4124.7,0,176,1,1
2,"1,2,3",1,296,72-071,72-071,72-071,762,DEEP OFFSET BI-HEX RING SPANNER 50X55MM,2,12,7703,45,4236.65,6932.7,0,176,1,1
2,"1,2,3",1,296,72-072,72-072,72-072,762,DEEP OFFSET BI-HEX RING SPANNER 55X60MM,2,12,8383,45,4610.65,7544.7,0,176,1,1
2,"1,2,3",1,296,70-394E,70-394E,70-394E,762,"8PCS SHALLOW OFSET BIHEX SPANNER SET ,6X7-20X22MM",2,12,990,45,544.5,891,0,176,1,1
2,"1,2,3",1,296,70-395E,70-395E,70-395E,762,"12PCS SHALLOW OFSET BIHEX SPANNER SET ,6X7-30X32MM",2,12,2340,45,1287,2106,0,176,1,1
2,"1,2,3",1,296,STMT87008,STMT87008,STMT87008,784,T-HANDLE SPANNER 8MM,2,12,204,45,112.2,183.6,0,179,1,1
2,"1,2,3",1,296,STMT87009,STMT87009,STMT87009,784,T-HANDLE SPANNER 9MM,2,12,207,45,113.85,186.3,0,179,1,1
2,"1,2,3",1,296,STMT87010,STMT87010,STMT87010,784,T-HANDLE SPANNER 10MM,2,12,210,45,115.5,189,0,179,1,1
2,"1,2,3",1,296,STMT87011,STMT87011,STMT87011,784,T-HANDLE SPANNER 11MM,2,12,215,45,118.25,193.5,0,179,1,1
2,"1,2,3",1,296,STMT87012,STMT87012,STMT87012,784,T-HANDLE SPANNER 12MM,2,12,218,45,119.9,196.2,0,179,1,1
2,"1,2,3",1,296,STMT87013,STMT87013,STMT87013,784,T-HANDLE SPANNER 13MM,2,12,219,45,120.45,197.1,0,179,1,1
2,"1,2,3",1,296,STMT87014,STMT87014,STMT87014,784,T-HANDLE SPANNER 14MM,2,12,221,45,121.55,198.9,0,179,1,1
2,"1,2,3",1,296,STMT93302-8,STMT93302-8,STMT93302-8,784,T-HANDLE SPANNER 8MM,2,12,505,45,277.75,454.5,0,179,1,1
2,"1,2,3",1,296,STMT93303-8,STMT93303-8,STMT93303-8,784,T-HANDLE SPANNER 9MM,2,12,505,45,277.75,454.5,0,179,1,1
2,"1,2,3",1,296,STMT93304-8,STMT93304-8,STMT93304-8,784,T-HANDLE SPANNER 10MM,2,12,505,45,277.75,454.5,0,179,1,1
2,"1,2,3",1,296,STMT93305-8,STMT93305-8,STMT93305-8,784,T-HANDLE SPANNER 11MM,2,12,505,45,277.75,454.5,0,179,1,1
2,"1,2,3",1,296,STMT93307-8,STMT93307-8,STMT93307-8,784,T-HANDLE SPANNER 13MM,2,12,527,45,289.85,474.3,0,179,1,1
2,"1,2,3",1,296,STMT93308-8,STMT93308-8,STMT93308-8,784,T-HANDLE SPANNER 14MM,2,12,527,45,289.85,474.3,0,179,1,1
2,"1,2,3",1,296,STMT93309-8,STMT93309-8,STMT93309-8,784,T-HANDLE SPANNER 17MM,2,12,651,45,358.05,585.9,0,179,1,1
2,"1,2,3",1,296,STMT94030-8,STMT94030-8,STMT94030-8,701,"CROSS WRENCH - ( 17, 19, 21, 23MM)",2,12,1182,45,650.1,1063.8,0,177,1,1
2,"1,2,3",1,296,STMT87015,STMT87015,STMT87015,790,Tubular Spanners 6X7 MM,2,12,45,45,24.75,40.5,0,176,1,1
2,"1,2,3",1,296,STMT87016,STMT87016,STMT87016,790,Tubular Spanners 8X9 MM,2,12,48,45,26.4,43.2,0,176,1,1
2,"1,2,3",1,296,STMT87017,STMT87017,STMT87017,790,Tubular Spanners 10X11 MM,2,12,55,45,30.25,49.5,0,176,1,1
2,"1,2,3",1,296,STMT87018,STMT87018,STMT87018,790,Tubular Spanners 12X13 MM,2,12,66,45,36.3,59.4,0,176,1,1
2,"1,2,3",1,296,STMT87019,STMT87019,STMT87019,790,Tubular Spanners 14X15 MM,2,12,75,45,41.25,67.5,0,176,1,1
2,"1,2,3",1,296,STMT87020,STMT87020,STMT87020,790,Tubular Spanners 16X17 MM,2,12,83,45,45.65,74.7,0,176,1,1
2,"1,2,3",1,296,STMT87021,STMT87021,STMT87021,790,Tubular Spanners 18X19 MM,2,12,98,45,53.9,88.2,0,176,1,1
2,"1,2,3",1,296,STMT87022,STMT87022,STMT87022,790,Tubular Spanners 20X22 MM,2,12,123,45,67.65,110.7,0,176,1,1
2,"1,2,3",1,296,STMT87023,STMT87023,STMT87023,790,Tubular Spanners 21X23 MM,2,12,132,45,72.6,118.8,0,176,1,1
2,"1,2,3",1,296,STMT87024,STMT87024,STMT87024,790,Tubular Spanners 24X26 MM,2,12,199,45,109.45,179.1,0,176,1,1
2,"1,2,3",1,296,STMT87025,STMT87025,STMT87025,790,Tubular Spanners 24X27 MM,2,12,199,45,109.45,179.1,0,176,1,1
2,"1,2,3",1,296,STMT87026,STMT87026,STMT87026,790,Tubular Spanners 25X28 MM,2,12,220,45,121,198,0,176,1,1
2,"1,2,3",1,296,STMT87027,STMT87027,STMT87027,790,Tubular Spanners 30X32 MM,2,12,269,45,147.95,242.1,0,176,1,1
2,"1,2,3",1,296,2-86-685,2-86-685,2-86-685,678,DEEP HOLE ANGLED SPANNER 8MM,2,12,668,45,367.4,601.2,0,386,1,1
2,"1,2,3",1,296,2-86-686,2-86-686,2-86-686,678,DEEP HOLE ANGLED SPANNER 9MM,2,12,685,45,376.75,616.5,0,386,1,1
2,"1,2,3",1,296,2-86-687,2-86-687,2-86-687,678,DEEP HOLE ANGLED SPANNER 10MM,2,12,720,45,396,648,0,386,1,1
2,"1,2,3",1,296,2-86-688,2-86-688,2-86-688,678,DEEP HOLE ANGLED SPANNER 11MM,2,12,787,45,432.85,708.3,0,386,1,1
2,"1,2,3",1,296,2-86-689,2-86-689,2-86-689,678,DEEP HOLE ANGLED SPANNER 12MM,2,12,784,45,431.2,705.6,0,386,1,1
2,"1,2,3",1,296,2-86-690,2-86-690,2-86-690,678,DEEP HOLE ANGLED SPANNER 13MM,2,12,894,45,491.7,804.6,0,386,1,1
2,"1,2,3",1,296,2-86-691,2-86-691,2-86-691,678,DEEP HOLE ANGLED SPANNER 14MM,2,12,931,45,512.05,837.9,0,386,1,1
2,"1,2,3",1,296,2-86-692,2-86-692,2-86-692,678,DEEP HOLE ANGLED SPANNER 15MM,2,12,962,45,529.1,865.8,0,386,1,1
2,"1,2,3",1,296,2-86-693,2-86-693,2-86-693,678,DEEP HOLE ANGLED SPANNER 16MM,2,12,1180,45,649,1062,0,386,1,1
2,"1,2,3",1,296,2-86-694,2-86-694,2-86-694,678,DEEP HOLE ANGLED SPANNER 17MM,2,12,1213,45,667.15,1091.7,0,386,1,1
2,"1,2,3",1,296,2-86-695,2-86-695,2-86-695,678,DEEP HOLE ANGLED SPANNER 18MM,2,12,1229,45,675.95,1106.1,0,386,1,1
2,"1,2,3",1,296,2-86-696,2-86-696,2-86-696,678,DEEP HOLE ANGLED SPANNER 19MM,2,12,1339,45,736.45,1205.1,0,386,1,1
2,"1,2,3",1,296,2-86-697,2-86-697,2-86-697,678,DEEP HOLE ANGLED SPANNER 20MM,2,12,1319,45,725.45,1187.1,0,386,1,1
2,"1,2,3",1,296,2-86-698,2-86-698,2-86-698,678,DEEP HOLE ANGLED SPANNER 21MM,2,12,1422,45,782.1,1279.8,0,386,1,1
2,"1,2,3",1,296,2-87-602,2-87-602,2-87-602,678,DEEP HOLE ANGLED SPANNER 22MM,2,12,1496,45,822.8,1346.4,0,386,1,1
2,"1,2,3",1,296,2-87-604,2-87-604,2-87-604,678,DEEP HOLE ANGLED SPANNER 24MM,2,12,1857,45,1021.35,1671.3,0,386,1,1
2,"1,2,3",1,296,STMT74893-8,STMT74893-8,STMT74893-8,676,"ADJUSTABLE SPANNER, PHOSPHATE FINISH, 150MM-6""",2,12,275,45,151.25,247.5,0,178,1,1
2,"1,2,3",1,296,STMT74894-8,STMT74894-8,STMT74894-8,676,"ADJUSTABLE SPANNER , PHOSPHATE FINISH 200MM-8""",2,12,359,45,197.45,323.1,0,178,1,1
2,"1,2,3",1,296,STMT74895-8,STMT74895-8,STMT74895-8,676,"ADJUSTABLE SPANNER, PHOSPHATE FINISH 250MM-10""",2,12,491,45,270.05,441.9,0,178,1,1
2,"1,2,3",1,296,STMT74896-8,STMT74896-8,STMT74896-8,676,"ADJUSTABLE SPANNER, PHOSPHATE FINISH 300MM-12""",2,12,657,45,361.35,591.3,0,178,1,1
2,"1,2,3",1,296,1-87-430,1-87-430,1-87-430,676,"ADJ.SPANNER CHROME PLATED 100MM-4""",2,12,393,45,216.15,353.7,0,178,1,1
2,"1,2,3",1,296,STMT87431-8,STMT87431-8,STMT87431-8,676,"ADJ.SPANNER CHROME PLATED 150MM-6""",2,12,478,45,262.9,430.2,0,178,1,1
2,"1,2,3",1,296,STMT87432-8,STMT87432-8,STMT87432-8,676,"ADJ.SPANNER CHROME PLATED 200MM-8""",2,12,604,45,332.2,543.6,0,178,1,1
2,"1,2,3",1,296,STMT87433-8,STMT87433-8,STMT87433-8,676,"ADJ.SPANNER CHROME PLATED 250MM-10""",2,12,747,45,410.85,672.3,0,178,1,1
2,"1,2,3",1,296,STMT87434-8,STMT87434-8,STMT87434-8,676,"ADJ.SPANNER CHROME PLATED 300MM-12""",2,12,942,45,518.1,847.8,0,178,1,1
2,"1,2,3",1,296,STMT87435-8,STMT87435-8,STMT87435-8,676,"ADJ.SPANNER CHROME PLATED 375MM-15""",2,12,1834,45,1008.7,1650.6,0,178,1,1
2,"1,2,3",1,296,87-367,87-367,87-367,676,ADJ.SPANNER CHROME PLATED 150MM,2,12,312,45,171.6,280.8,0,178,1,1
2,"1,2,3",1,296,87-369,87-369,87-369,676,ADJ.SPANNER CHROME PLATED 200MM,2,12,407,45,223.85,366.3,0,178,1,1
2,"1,2,3",1,296,87-471,87-471,87-471,676,ADJ.SPANNER CHROME PLATED 250MM,2,12,543,45,298.65,488.7,0,178,1,1
2,"1,2,3",1,296,87-473,87-473,87-473,676,ADJ.SPANNER CHROME PLATED 300MM,2,12,711,45,391.05,639.9,0,178,1,1
2,"1,2,3",1,296,0-90-947,0-90-947,0-90-947,676,"ADJUSTABLE WRENCH 6"" WITH GRIP",2,12,295,45,162.25,265.5,0,178,1,1
